編號	名稱	分類	子分類	會長頭銜	會長姓名	成立日期	電話	核准立案字號	會址
1521	中華民國天燈民俗文化研究會	社會團體	(學術文化團體)	理事長	丁怡芳  	87/10/30	02-2990-0003		新北市新莊區思源路三三七號八樓之一
1522	中華民國天禪能量學會	社會團體	(社會服務及慈善團體)	理事長	游象添  先生	100/05/21	02-26205412	1000154713	新北市淡水區學府路100巷2-2號
1523	中華民國天籟更新全人發展協會	社會團體	(社會服務及慈善團體)	理事長	張益滔  先生	100/03/04	04-23834116	1000055805	台中市南屯區忠勇路19巷25-32號
1524	中華民國天罎新飲食文化推廣協會	社會團體	(學術文化團體)	理事長	李先鋒  女士	92/08/31	02-2711-5190		臺北市大安區仁愛路3段11號6樓
1525	中華民國太上真宗慈善會	社會團體	(宗教團體)	理事長	張卜文  先生	99/11/14	07-7335519	1000017029	高雄市大社區大社路1-30號
1526	中華民國太上真宗道教協會	社會團體	(宗教團體)	理事長	呂錫勳  先生	102/11/30	0915-066625	1030064846	高雄市鳥松區北平路51巷19-9號
1527	中華民國太易教會   (解散)	社會團體	(宗教團體)		  	89/02/20	02-2382-2456	8913488	台北市長沙街2段107-1號4樓
1528	中華民國太昊伏羲占卜協會   (解散)	社會團體	(學術文化團體)	理事長	傅兆川  	89/08/19	02-8811-2846		台北市重慶北路四段五五號三樓
1529	中華民國太空科學學會	社會團體	(學術文化團體)	理事長	劉兆漢  先生	93/11/20	03-4227151#65764	0940064157	桃園縣中壢市中大路300號國立中央大學科學4館
1530	中華民國太陽能科技發展協進會   (解散)	社會團體	(經濟業務團體)	理事長	陳富用  先生	88/05/02	04-2461-2147	8820057	台中市西屯區福林里福科路545號
1531	中華民國太極有氧協會	社會團體	(體育運動團體)	理事長	蘇俊賢  先生	94/02/01	0933666949	0940071113	臺南市南區再興里12鄰三官路210號2樓
1532	中華民國太極勁武術推拿協會	社會團體	(醫療衛生團體)	理事長	邱砰貴  先生	94/04/23	05-2238279	0940021559	嘉義市蘭井街369號
1533	中華民國太極皇聖聖道發展協會	社會團體	(社會服務及慈善團體)	理事長	黃柑霖  先生	90/05/27	02-85095579	9025325	104 臺北市中山區吉林路142-1號
1534	中華民國太極拳總會	社會團體	(體育運動團體)	理事長	黃裕盛  先生	80/03/24	02-2778-3887	8104365	臺北市中山區朱崙街20號608室
1535	中華民國太極氣功操運動發展協會	社會團體	(體育運動團體)	理事長	蔡思賢  先生	91/09/28	04-26886555	0910033093	台中市西區向上路1段116號7樓之3
1536	中華民國太極導引文化研究會	社會團體	(體育運動團體)	理事長	熊逸俊  先生	80/12/22	03-3922800	8177720	桃園縣桃園市龍鳳三街65巷30號1樓
1537	中華民國孔孟學會	社會團體	(學術文化團體)	理事長	郭為藩  先生	49/04/10	02-2311-9125		台北市中正區南海路四五號獻堂館
1538	中華民國少年籃球發展協會	社會團體	(體育運動團體)	理事長	陳勝稔  先生	97/09/20	02-28967891	0970162325	臺北市北投區中央北路4段318之1號
1539	中華民國少林武當大自在禪功協會   (解散)	社會團體	(體育運動團體)	理事長	曹建生  	83/03/13	02-2703-2389		台北市興隆路三段二０七巷十六弄十四號五樓
1540	中華民國少林洪拳總會	社會團體	(體育運動團體)	理事長	朱秀雲  女士	89/05/07	07-392-7478	0940062465	高雄市三民區應安街428號
1541	中華民國少林洗髓功氣功協會	社會團體	(體育運動團體)	理事長	林境利  先生	92/02/23	04-22382235	0920010926	臺中市北屯區漢口路五段100之1號2樓
1542	中華民國少林拳道協會	社會團體	(體育運動團體)	理事長	張金豪  先生	92/10/05	04-2688-0086	0930006263	臺中市大甲區光明路277號
1543	中華民國少數族群權益促進協會	社會團體	(社會服務及慈善團體)	理事長	馬國光  先生	91/12/01	02-2553-7283	0920069175	台北市大同區興城街64號2樓
1544	中華民國巴紐經貿文化協會   (解散)	社會團體	(國際團體)	理事長	梅可望  	85/01/14	04-2359-4499		台中市工業區一路二巷三號十一樓
1545	中華民國巴融噶舉月光童子中心佛學會	社會團體	(宗教團體)	理事長	張瀞文  女士	94/12/25	04-23806128	0950014979	台中市南屯區永春東七路770巷9號4樓
1546	中華民國巴融噶舉如意成就學佛會	社會團體	(宗教團體)	理事長	尹靖梅  女士	92/07/26	04-2231-5998	0950013708	台中市北屯區青島路4段159號
1547	中華民國引水協會	社會團體	(經濟業務團體)	理事長	丁漢利  先生	44/03/27	02-2712-0022	2382	105臺北市松山區南京東路4段75號德和大樓7樓703室
1548	中華民國心心相印婚姻媒合協會(合)	社會團體	(社會服務及慈善團體)	理事長	陳隆夏  先生	98/01/01	03-4930857	0980012705	324桃園縣平鎮市民族路2段269號
1549	中華民國心的聯盟文化藝術學會	社會團體	(社會服務及慈善團體)	理事長	黃坤榮  先生	100/08/22	02-23757720	1000206524	臺北市萬華區漢口街2段55號B1
1550	中華民國心律醫學會	社會團體	(醫療衛生團體)	理事長	吳茲睿  先生	100/02/20	02-28749666	1000049137	100臺北市中正區忠孝西路1段50號22樓之26
1551	中華民國心理諮商協會	社會團體	(學術文化團體)	理事長	張學禮  	89/03/12	04-2206-7409		台中市北屯區興安路二段四六一巷五八弄九號十一樓
1552	中華民國心晴協會	社會團體	(社會服務及慈善團體)	理事長	羅浚晅  	93/11/14	0920-149902	0930046910	新北市永和區竹林路27號
1553	中華民國心智障礙者體育運動總會	社會團體	(體育運動團體)	理事長	楊憲忠  先生	88/06/12	02-27097016	8826160	臺北市大安區建國南路1段285號3樓
1554	中華民國心道法門釋迦功德會	社會團體	(宗教團體)	理事長	劉勝平  先生	83/10/18	02-2259-3695		新北市板橋區文化路2段255號2樓
1555	中華民國心算計數協會   (解散)	社會團體	(學術文化團體)	理事長	賴炳光  	85/05/19	02-2223-0344		台北縣中和市員山路一五０之二四號二樓
1556	中華民國心算數學語文教育協會	社會團體	(學術文化團體)	理事長	吳東憲  先生	93/09/12	06-2538-681	0930068055	臺南市永康區中正北路521巷8弄16號
1557	中華民國心齋藝術學會	社會團體	(學術文化團體)	理事長	許坤揚  先生	93/11/06	03-5527519	0930109793	300新竹市城北街73巷21號
1558	中華民國心臟病友服務協會	社會團體	(社會服務及慈善團體)	理事長	施俊哲  先生	77/11/20	02-2873-7343	661362	臺北市北投區石牌路2段201號榮總思源樓10樓
1559	中華民國心臟麻醉醫學會	社會團體	(醫療衛生團體)	理事長	曾稼志  先生	89/02/26	02-2312-3456#55	8913173	嘉義市忠孝路539號 嘉義基督教醫院B棟3樓麻醉科
1560	中華民國心臟學會	社會團體	(醫療衛生團體)	理事長	林幸榮  先生	49/05/07	02-25976177~9	11409	臺北市民權西路11號13樓之1
1561	中華民國心靈共鳴促進協會	社會團體	(社會服務及慈善團體)	理事長	林錫忠  先生	98/07/19	02-2640-6195	0980161059	新北市汐止區力行街59巷9弄5號1樓
1562	中華民國心靈命理師協會	社會團體	(學術文化團體)	理事長	陳貞銓  先生	91/11/03	02-29989717	0910038097	224新北市新莊區中港路240號
1563	中華民國心靈美姿美儀造型協進會	社會團體	(社會服務及慈善團體)	理事長	林美英  	91/09/08	02-2561-3613	0910030517	台北市新生北路2段72巷16號2樓
1564	中華民國戶外休閒活動推廣協會   (解散)	社會團體	(體育運動團體)	理事長	陳榮成  	79/11/25	02-2603-4363		新北市林口區竹林路四三０巷十六弄四號
1565	中華民國戶外冒險教育協會	社會團體	(體育運動團體)	理事長	林俊翔  先生	98/09/27	02-25551583	0980198386	10341臺北市大同區延平北路1段30號
1566	中華民國戶外活動協會	社會團體	(體育運動團體)	理事長	李楷聲  	85/07/20	03-9789882	0970117936	宜蘭縣頭城鎮中庸街23-2號8樓
1567	中華民國戶外教育協會   (解散)	社會團體	(學術文化團體)	理事長	黃啟煌  	92/02/28	02-8797-4681	0920066807	台北市內湖區文德路66巷101號
1568	中華民國戶外遊憩學會	社會團體	(體育運動團體)	理事長	侯錦雄  先生	77/02/02	02-2363596	571533	106臺北市大安區基隆路4段138號國立台灣大學園藝學系造園館
1569	中華民國手工皂發展協會	社會團體	(經濟業務團體)	理事長	王芊婷  女士	96/12/01	0925338895	0970090272	臺中市沙鹿區鎮政路56巷8號
1570	中華民國手工藝術蠟燭研究會   (解散)	社會團體	(學術文化團體)	理事長	洪麗美  	82/08/22	02-2523-0610		台北市民生西路四五巷七弄十四號三樓
1571	中華民國手工藝發展協會	社會團體	(學術文化團體)	理事長	高寧憶  女士	94/08/13	02-28203609	0940066684	台北市北投區吉利街123巷8弄1號
1572	中華民國手外科醫學會	社會團體	(醫療衛生團體)	理事長	林志鴻  先生	79/05/05	03-3281200-2946	794374	333桃園縣龜山鄉復興街5號 林口長庚醫院整形外科辦公室
1573	中華民國手足保健教育協會	社會團體	(醫療衛生團體)	理事長	李安騏  女士	101/03/24	02-87713090	1010171381	臺北市大安區忠孝東路4段71-23號11樓
1574	中華民國手足球協會	社會團體	(體育運動團體)	理事長	沈昱良  先生	95/11/11	04-24257465	0950196586	新北市三重區三和路3段178號4樓
1575	中華民國手球協會	社會團體	(體育運動團體)	理事長	蔡賜爵  先生	62/03/11	02-87711437	8217200	台北市朱崙街20號710室
1576	中華民國手創工藝發展協會	社會團體	(學術文化團體)	理事長	朱克剛  先生	99/09/12	04-25277328	0990244790	台中市豐原區水源路高嵩里南坑巷33-9號1樓
1577	中華民國手語國際化協會	社會團體	(學術文化團體)	理事長	黃學忠  先生	87/05/10	02-25978010	0930020102	台北市中山區八德路2段307號2樓
1578	中華民國手藝藝術發展協會	社會團體	(經濟業務團體)	理事長	朱麗春  女士	94/05/24	04-8752343	0940027691	520彰化縣田中鎮頂潭里員集路3段518巷6號
1579	中華民國文化台灣發展協會	社會團體	(學術文化團體)	理事長	陳毓棻  	89/11/25	02-2781-3526	9068020	台北市大安區光復南路二六八號九樓之一
1580	中華民國文化生活資訊協會   (解散)	社會團體	(學術文化團體)	理事長	王柏鐺  	83/11/27	02-2501-3838		台北市興安街八○巷四號一樓
1581	中華民國文化研究學會	社會團體	(學術文化團體)	理事長	殷寶寧  女士	88/02/02	02-25814666		臺北市中山區長安東路2段31號4樓-2
1582	中華民國文化科技交流協會   (解散)	社會團體	(學術文化團體)	理事長	郭金發  	87/01/15	02-2358-6376		台北市汀州路2段127巷18號2樓
1583	中華民國文化推展協會   (解散)	社會團體	(學術文化團體)	理事長	李鍾桂  	81/05/30	02-2504-0640		台北市南京東路三段三四六號八樓八○八室
1584	中華民國文化教育交流協進會	社會團體	(學術文化團體)	理事長	高滄溟  先生	81/05/30	02-23919954	8110628	臺北市文山區指南路1段43號2樓之1
1585	中華民國文化深耕協會	社會團體	(學術文化團體)	理事長	施台生  	87/11/07	02-2395-8168	8808508	台北市青島東路四號四樓之四
1586	中華民國文化經濟發展協會	社會團體	(經濟業務團體)	理事長	林竹松  先生	82/03/06	02-2698-3835轉15		221新北市汐止區新台五路1段79號10樓之3
1587	中華民國文化資產發展協會	社會團體	(學術文化團體)	理事長	張繁  	93/10/17	0933-316798	09368471	高雄市鹽埕區七賢三路98號6樓
1588	中華民國文化資產維護學會	社會團體	(學術文化團體)	理事長	王西崇  先生	76/08/16	02-2633-8006	00000000	台北市中正區林興里18鄰辛亥路1段8號5樓
1589	中華民國文化與創意發展協會	社會團體	(學術文化團體)	理事長	李蕙如  女士	99/01/09	06-2359336	0990080341	台南市東區中華東路2段96巷28號
1590	中華民國文化藝術品賞學會   (解散)	社會團體	(學術文化團體)	理事長	馬力強  先生	85/01/21	02-29996018	8582535	新北市三重區重新路五段六０九巷十八號三樓之七
1591	中華民國文化藝術發展協會	社會團體	(學術文化團體)	理事長	黃共煌  先生	92/04/26	05-5335234	0920024114	台灣省雲林縣斗六北平路23號
1592	中華民國文昌文獻研究學會	社會團體	(學術文化團體)	理事長	伍立成  	86/01/05	02-2356-9418	8679138	台北市愛國東路一０六號三樓之三
1593	中華民國文物藝術品收藏家協會   (解散)	社會團體	(學術文化團體)	理事長	陳榮祥  	79/02/04	02-2356-3606		台北市忠孝東路二段一三○號五樓之五
1594	中華民國文殊師利佛學會	社會團體	(宗教團體)	理事長	何紀豪  先生	84/11/23	02-82825450		新北市蘆洲區中山一路184號6樓
1595	中華民國文殊救生保育協會	社會團體	(社會服務及慈善團體)	理事長	林國順  先生	87/06/28	04-23769533、0923135769葉小姐	8783036	臺中市北屯區松竹五路80號
1596	中華民國文教產業發展協會	社會團體	(經濟業務團體)	理事長	張義雄  先生	99/03/13	02-2289-5931	0990091699	新北市蘆洲區民族路355號
1597	中華民國文創觀光發展協會	社會團體	(學術文化團體)	理事長	何正仁  先生	100/09/20	0422255173	1000195789	403臺中市西區公民里忠勤街62巷17號1樓
1598	中華民國文照慈善會	社會團體	(社會服務及慈善團體)	理事長	郭信雄  先生	96/06/10	07-3213322	0960108395	高雄市三民區哈爾濱街145號
1599	中華民國文學與環境學會	社會團體	(學術文化團體)	理事長	蔡振興  先生	98/03/08	02-26215656＃2306	0980100862	新北市淡水區英專路151號淡江大學外語學院FL204室
1600	中華民國文學藝術學會   (解散)	社會團體	(學術文化團體)	理事長	劉文波  	78/12/30	02-2723-8033		台北市莊敬路二一八號三樓
1601	中華民國方寸集郵協會	社會團體	(學術文化團體)	理事長	洪哲英  	79/10/28	02-2371-5700		台北市中華路一段九巷六號
